state,Denominator,prevalence_per_1000,lower_ci,upper_ci,Prevalence Range,Show Lower and Upper CI,year,data_set
Nevada,277391.0,8.5,8.2,8.9,<10,Yes,2017,Medicaid
Nevada,281463.0,9.5,9.1,9.8,<10,Yes,2018,Medicaid
Nevada,277035.0,10.4,10.0,10.7,10 to <20,Yes,2019,Medicaid
Nevada,275951.0,10.9,10.5,11.3,10 to <20,Yes,2020,Medicaid
Nevada,302075.0,11.8,11.4,12.1,10 to <20,Yes,2021,Medicaid
Nevada,316597.0,13.0,12.6,13.4,10 to <20,Yes,2022,Medicaid
Nevada,1705.0,7.2,4.2,12.3,<10,Yes,2003,National Survey of Children's Health†
Nevada,2702.0,29.2,21.8,39.1,20 to <30,Yes,2020,National Survey of Children's Health†
Nevada,1282.0,29.3,19.6,43.7,20 to <30,Yes,2022,National Survey of Children's Health†
Nevada,311652.0,1.2,1.1,1.4,<10,Yes,2000,Special Education Child Count
Nevada,327117.0,1.5,1.4,1.7,<10,Yes,2001,Special Education Child Count
Nevada,339018.0,1.9,1.8,2.1,<10,Yes,2002,Special Education Child Count
Nevada,353437.0,2.4,2.3,2.6,<10,Yes,2003,Special Education Child Count
Nevada,366772.0,3.0,2.8,3.1,<10,Yes,2004,Special Education Child Count
Nevada,378596.0,3.5,3.3,3.7,<10,Yes,2005,Special Education Child Count
Nevada,388990.0,4.1,3.9,4.3,<10,Yes,2006,Special Education Child Count
Nevada,393628.0,4.9,4.7,5.2,<10,Yes,2007,Special Education Child Count
Nevada,397502.0,5.7,5.4,5.9,<10,Yes,2008,Special Education Child Count
Nevada,392478.0,6.7,6.4,6.9,<10,Yes,2009,Special Education Child Count
Nevada,399604.0,7.3,7.0,7.5,<10,Yes,2010,Special Education Child Count
Nevada,401059.0,8.2,7.9,8.5,<10,Yes,2011,Special Education Child Count
Nevada,405383.0,9.0,8.7,9.3,<10,Yes,2012,Special Education Child Count
Nevada,411226.0,9.6,9.3,9.9,<10,Yes,2013,Special Education Child Count
Nevada,419082.0,11.1,10.8,11.4,10 to <20,Yes,2014,Special Education Child Count
Nevada,426638.0,11.8,11.5,12.2,10 to <20,Yes,2015,Special Education Child Count
Nevada,432794.0,12.7,12.3,13.0,10 to <20,Yes,2016,Special Education Child Count
Nevada,440933.0,13.9,13.5,14.2,10 to <20,Yes,2017,Special Education Child Count
Nevada,444307.0,14.7,14.3,15.0,10 to <20,Yes,2018,Special Education Child Count
Nevada,448029.0,16.1,15.8,16.5,10 to <20,Yes,2019,Special Education Child Count
Nevada,439935.0,18.4,18.0,18.8,10 to <20,Yes,2020,Special Education Child Count
Nevada,440144.0,19.2,18.8,19.6,10 to <20,Yes,2021,Special Education Child Count
Nevada,439260.0,21.3,20.9,21.7,20 to <30,Yes,2022,Special Education Child Count
New Hampshire,44032.0,4.2,3.7,4.9,<10,Yes,2000,Medicaid
New Hampshire,45367.0,4.3,3.7,4.9,<10,Yes,2001,Medicaid
New Hampshire,50451.0,5.0,4.4,5.6,<10,Yes,2002,Medicaid
New Hampshire,54281.0,7.0,6.3,7.7,<10,Yes,2003,Medicaid
New Hampshire,56488.0,8.2,7.5,9.0,<10,Yes,2004,Medicaid
New Hampshire,57389.0,8.1,7.4,8.9,<10,Yes,2005,Medicaid
New Hampshire,58108.0,9.3,8.5,10.1,<10,Yes,2006,Medicaid
New Hampshire,58317.0,11.0,10.2,11.9,10 to <20,Yes,2007,Medicaid
New Hampshire,59681.0,12.5,11.6,13.4,10 to <20,Yes,2008,Medicaid
New Hampshire,64998.0,13.7,12.8,14.6,10 to <20,Yes,2009,Medicaid
New Hampshire,68529.0,14.8,14.0,15.8,10 to <20,Yes,2010,Medicaid
New Hampshire,69984.0,16.7,15.8,17.7,10 to <20,Yes,2011,Medicaid
New Hampshire,77131.0,17.4,16.5,18.3,10 to <20,Yes,2012,Medicaid
New Hampshire,77802.0,18.4,17.4,19.3,10 to <20,Yes,2013,Medicaid
New Hampshire,82527.0,18.2,17.3,19.2,10 to <20,Yes,2016,Medicaid
New Hampshire,81143.0,19.8,18.8,20.8,10 to <20,Yes,2017,Medicaid
New Hampshire,79881.0,20.9,19.9,21.9,20 to <30,Yes,2018,Medicaid
New Hampshire,78547.0,21.5,20.5,22.5,20 to <30,Yes,2019,Medicaid
New Hampshire,78531.0,21.8,20.8,22.8,20 to <30,Yes,2020,Medicaid
New Hampshire,83348.0,23.7,22.7,24.8,20 to <30,Yes,2021,Medicaid
New Hampshire,85347.0,29.4,28.2,30.5,20 to <30,Yes,2022,Medicaid
New Hampshire,1554.0,11.5,7.0,18.9,10 to <20,Yes,2007,National Survey of Children's Health†
New Hampshire,1688.0,18.1,10.8,30.0,10 to <20,Yes,2011,National Survey of Children's Health†
New Hampshire,3019.0,32.6,25.2,42.1,30+,Yes,2020,National Survey of Children's Health†
New Hampshire,1358.0,32.6,22.7,46.5,30+,Yes,2022,National Survey of Children's Health†
New Hampshire,196553.0,1.6,1.5,1.8,<10,Yes,2000,Special Education Child Count
New Hampshire,194715.0,2.0,1.8,2.2,<10,Yes,2001,Special Education Child Count
New Hampshire,195370.0,2.4,2.2,2.6,<10,Yes,2002,Special Education Child Count
New Hampshire,194656.0,2.9,2.6,3.1,<10,Yes,2003,Special Education Child Count
New Hampshire,193708.0,3.4,3.1,3.6,<10,Yes,2004,Special Education Child Count
New Hampshire,192270.0,3.9,3.6,4.2,<10,Yes,2005,Special Education Child Count
New Hampshire,190666.0,4.5,4.2,4.9,<10,Yes,2006,Special Education Child Count
New Hampshire,187669.0,5.6,5.3,6.0,<10,Yes,2007,Special Education Child Count
New Hampshire,184132.0,6.1,5.8,6.5,<10,Yes,2008,Special Education Child Count
New Hampshire,182184.0,7.0,6.6,7.4,<10,Yes,2009,Special Education Child Count
New Hampshire,179644.0,7.6,7.2,8.0,<10,Yes,2010,Special Education Child Count
New Hampshire,176757.0,8.8,8.4,9.2,<10,Yes,2011,Special Education Child Count
New Hampshire,173822.0,10.2,9.8,10.7,10 to <20,Yes,2012,Special Education Child Count
New Hampshire,171231.0,11.4,10.9,11.9,10 to <20,Yes,2013,Special Education Child Count
New Hampshire,169433.0,12.3,11.7,12.8,10 to <20,Yes,2014,Special Education Child Count
New Hampshire,166251.0,13.3,12.7,13.8,10 to <20,Yes,2015,Special Education Child Count
New Hampshire,164995.0,14.2,13.6,14.7,10 to <20,Yes,2016,Special Education Child Count
New Hampshire,163737.0,14.8,14.2,15.4,10 to <20,Yes,2017,Special Education Child Count
New Hampshire,162167.0,15.7,15.1,16.4,10 to <20,Yes,2018,Special Education Child Count
New Hampshire,160580.0,16.4,15.8,17.0,10 to <20,Yes,2019,Special Education Child Count
New Hampshire,155893.0,17.2,16.6,17.9,10 to <20,Yes,2020,Special Education Child Count
New Hampshire,154872.0,18.0,17.3,18.6,10 to <20,Yes,2021,Special Education Child Count
New Hampshire,153355.0,19.3,18.7,20.0,10 to <20,Yes,2022,Special Education Child Count
New Jersey,29714.0,9.9,8.9,11.1,<10,Yes,2000,ADDM Network*
New Jersey,29748.0,10.6,9.5,11.9,10 to <20,Yes,2002,ADDM Network*
New Jersey,7082.0,20.5,17.4,24.0,20 to <30,Yes,2008,ADDM Network*
New Jersey,31723.0,21.9,20.4,23.6,20 to <30,Yes,2010,ADDM Network*
New Jersey,32581.0,24.6,23.0,26.4,20 to <30,Yes,2012,ADDM Network*
New Jersey,32935.0,29.3,27.5,31.1,20 to <30,Yes,2014,ADDM Network*
New Jersey,33031.0,31.4,29.5,33.3,30+,Yes,2016,ADDM Network*
New Jersey,17289.0,28.4,26.0,31.0,20 to <30,Yes,2018,ADDM Network*
New Jersey,18940.0,28.7,26.4,31.2,20 to <30,Yes,2020,ADDM Network*
New Jersey,18334.0,34.0,31.5,36.7,30+,Yes,2022,ADDM Network*
New Jersey,334551.0,2.1,1.9,2.2,<10,Yes,2000,Medicaid
New Jersey,347409.0,2.1,2.0,2.3,<10,Yes,2001,Medicaid
New Jersey,367563.0,2.5,2.4,2.7,<10,Yes,2002,Medicaid
New Jersey,367528.0,2.6,2.5,2.8,<10,Yes,2003,Medicaid
New Jersey,371750.0,3.0,2.8,3.2,<10,Yes,2004,Medicaid
New Jersey,384814.0,3.4,3.3,3.6,<10,Yes,2005,Medicaid
New Jersey,403013.0,4.2,4.0,4.4,<10,Yes,2006,Medicaid
New Jersey,407386.0,4.8,4.6,5.0,<10,Yes,2007,Medicaid
New Jersey,419475.0,5.9,5.7,6.1,<10,Yes,2008,Medicaid
New Jersey,448538.0,7.1,6.8,7.3,<10,Yes,2009,Medicaid
New Jersey,491524.0,7.9,7.7,8.1,<10,Yes,2010,Medicaid
New Jersey,511196.0,8.8,8.5,9.1,<10,Yes,2011,Medicaid
New Jersey,533348.0,9.7,9.5,10.0,<10,Yes,2012,Medicaid
New Jersey,550801.0,11.2,10.9,11.5,10 to <20,Yes,2013,Medicaid
New Jersey,686361.0,13.6,13.4,13.9,10 to <20,Yes,2016,Medicaid
New Jersey,688394.0,14.7,14.4,15.0,10 to <20,Yes,2017,Medicaid
New Jersey,687787.0,16.6,16.3,16.9,10 to <20,Yes,2018,Medicaid
New Jersey,682143.0,18.3,18.0,18.6,10 to <20,Yes,2019,Medicaid
New Jersey,671444.0,20.5,20.2,20.8,20 to <30,Yes,2020,Medicaid
New Jersey,709070.0,22.3,21.9,22.6,20 to <30,Yes,2021,Medicaid
New Jersey,736948.0,25.1,24.8,25.5,20 to <30,Yes,2022,Medicaid
New Jersey,1576.0,27.3,17.1,43.2,20 to <30,Yes,2011,National Survey of Children's Health†
New Jersey,3080.0,32.4,24.7,42.3,30+,Yes,2020,National Survey of Children's Health†
New Jersey,1341.0,25.7,16.7,39.2,20 to <30,Yes,2022,National Survey of Children's Health†
New Jersey,1114581.0,2.5,2.4,2.6,<10,Yes,2000,Special Education Child Count
New Jersey,1153762.0,2.9,2.8,3.0,<10,Yes,2001,Special Education Child Count
New Jersey,1181285.0,3.4,3.3,3.5,<10,Yes,2002,Special Education Child Count
New Jersey,1194379.0,3.9,3.8,4.0,<10,Yes,2003,Special Education Child Count
New Jersey,1213556.0,4.5,4.4,4.6,<10,Yes,2004,Special Education Child Count
New Jersey,1214239.0,5.2,5.1,5.3,<10,Yes,2005,Special Education Child Count
New Jersey,1208203.0,6.0,5.9,6.2,<10,Yes,2006,Special Education Child Count
New Jersey,1206035.0,6.9,6.8,7.1,<10,Yes,2007,Special Education Child Count
New Jersey,1205054.0,7.2,7.0,7.3,<10,Yes,2008,Special Education Child Count
New Jersey,1215597.0,8.3,8.2,8.5,<10,Yes,2009,Special Education Child Count
New Jersey,1199711.0,9.5,9.3,9.6,<10,Yes,2010,Special Education Child Count
New Jersey,1177240.0,10.5,10.3,10.7,10 to <20,Yes,2011,Special Education Child Count
New Jersey,1189043.0,11.2,11.0,11.4,10 to <20,Yes,2012,Special Education Child Count
New Jersey,1191399.0,11.9,11.7,12.1,10 to <20,Yes,2013,Special Education Child Count
New Jersey,1194487.0,12.7,12.5,12.9,10 to <20,Yes,2014,Special Education Child Count
New Jersey,1190893.0,13.4,13.2,13.6,10 to <20,Yes,2015,Special Education Child Count
New Jersey,1195846.0,14.2,14.0,14.4,10 to <20,Yes,2016,Special Education Child Count
New Jersey,1191593.0,14.9,14.7,15.1,10 to <20,Yes,2017,Special Education Child Count
New Jersey,1185086.0,15.8,15.5,16.0,10 to <20,Yes,2018,Special Education Child Count
New Jersey,1189015.0,16.4,16.2,16.6,10 to <20,Yes,2019,Special Education Child Count
New Jersey,1171249.0,18.4,18.2,18.6,10 to <20,Yes,2020,Special Education Child Count
New Jersey,1157496.0,19.4,19.2,19.7,10 to <20,Yes,2021,Special Education Child Count
New Jersey,1162258.0,20.6,20.3,20.8,20 to <30,Yes,2022,Special Education Child Count
New Mexico,183786.0,1.5,1.3,1.7,<10,Yes,2000,Medicaid
New Mexico,196635.0,1.7,1.5,1.9,<10,Yes,2001,Medicaid
New Mexico,212060.0,1.6,1.5,1.8,<10,Yes,2002,Medicaid
New Mexico,221257.0,1.6,1.5,1.8,<10,Yes,2003,Medicaid
New Mexico,228934.0,1.8,1.6,2.0,<10,Yes,2004,Medicaid
New Mexico,223693.0,2.6,2.4,2.8,<10,Yes,2005,Medicaid
New Mexico,217172.0,2.5,2.3,2.7,<10,Yes,2006,Medicaid
New Mexico,224864.0,3.0,2.8,3.3,<10,Yes,2007,Medicaid
New Mexico,236197.0,3.4,3.2,3.7,<10,Yes,2008,Medicaid
New Mexico,254466.0,4.0,3.7,4.2,<10,Yes,2009,Medicaid
New Mexico,268311.0,4.6,4.4,4.9,<10,Yes,2010,Medicaid
New Mexico,276347.0,5.2,5.0,5.5,<10,Yes,2011,Medicaid
New Mexico,278009.0,5.8,5.6,6.1,<10,Yes,2012,Medicaid
New Mexico,278846.0,6.3,6.0,6.6,<10,Yes,2013,Medicaid
New Mexico,300183.0,9.1,8.7,9.4,<10,Yes,2016,Medicaid
New Mexico,304663.0,10.0,9.7,10.4,10 to <20,Yes,2017,Medicaid
New Mexico,292243.0,11.6,11.2,11.9,10 to <20,Yes,2018,Medicaid
New Mexico,282898.0,13.4,13.0,13.8,10 to <20,Yes,2019,Medicaid
New Mexico,281409.0,13.6,13.2,14.1,10 to <20,Yes,2020,Medicaid
New Mexico,289130.0,15.2,14.8,15.7,10 to <20,Yes,2021,Medicaid
New Mexico,292689.0,17.1,16.6,17.5,10 to <20,Yes,2022,Medicaid
New Mexico,2780.0,22.3,15.4,32.0,20 to <30,Yes,2020,National Survey of Children's Health†
New Mexico,1418.0,43.0,29.7,61.9,30+,Yes,2022,National Survey of Children's Health†
New Mexico,295151.0,0.7,0.6,0.8,<10,Yes,2000,Special Education Child Count
New Mexico,294624.0,0.8,0.7,0.9,<10,Yes,2001,Special Education Child Count
New Mexico,294067.0,0.9,0.8,1.0,<10,Yes,2002,Special Education Child Count
New Mexico,295454.0,1.1,1.0,1.2,<10,Yes,2003,Special Education Child Count
New Mexico,296156.0,1.2,1.1,1.4,<10,Yes,2004,Special Education Child Count
New Mexico,295548.0,1.5,1.4,1.6,<10,Yes,2005,Special Education Child Count
New Mexico,296700.0,1.9,1.7,2.0,<10,Yes,2006,Special Education Child Count
New Mexico,297866.0,2.3,2.2,2.5,<10,Yes,2007,Special Education Child Count
New Mexico,298200.0,2.9,2.8,3.1,<10,Yes,2008,Special Education Child Count
New Mexico,300747.0,3.6,3.4,3.8,<10,Yes,2009,Special Education Child Count
New Mexico,303454.0,4.4,4.1,4.6,<10,Yes,2010,Special Education Child Count
New Mexico,302619.0,4.9,4.7,5.2,<10,Yes,2011,Special Education Child Count
New Mexico,303049.0,5.6,5.3,5.8,<10,Yes,2012,Special Education Child Count
New Mexico,304011.0,6.4,6.1,6.6,<10,Yes,2013,Special Education Child Count
New Mexico,305701.0,6.8,6.5,7.1,<10,Yes,2014,Special Education Child Count
New Mexico,302489.0,7.8,7.5,8.1,<10,Yes,2015,Special Education Child Count
New Mexico,304532.0,8.5,8.2,8.8,<10,Yes,2016,Special Education Child Count
New Mexico,300943.0,9.4,9.1,9.8,<10,Yes,2017,Special Education Child Count
New Mexico,299989.0,9.7,9.3,10.0,<10,Yes,2018,Special Education Child Count
New Mexico,296997.0,10.5,10.1,10.9,10 to <20,Yes,2019,Special Education Child Count
New Mexico,288257.0,12.2,11.8,12.6,10 to <20,Yes,2020,Special Education Child Count
New Mexico,286096.0,13.3,12.9,13.8,10 to <20,Yes,2021,Special Education Child Count
New Mexico,284286.0,15.2,14.7,15.6,10 to <20,Yes,2022,Special Education Child Count
New York,986828.0,2.5,2.4,2.6,<10,Yes,2000,Medicaid
New York,1085474.0,2.5,2.4,2.6,<10,Yes,2001,Medicaid
New York,1213599.0,2.5,2.4,2.6,<10,Yes,2002,Medicaid
New York,1351815.0,2.6,2.5,2.7,<10,Yes,2003,Medicaid
New York,1375277.0,3.0,2.9,3.1,<10,Yes,2004,Medicaid
New York,1362388.0,3.0,2.9,3.1,<10,Yes,2005,Medicaid
New York,1307202.0,3.4,3.3,3.5,<10,Yes,2006,Medicaid
New York,1259206.0,3.9,3.8,4.0,<10,Yes,2007,Medicaid
New York,1258070.0,4.4,4.3,4.5,<10,Yes,2008,Medicaid
New York,1312365.0,4.9,4.8,5.0,<10,Yes,2009,Medicaid
New York,1376511.0,5.0,4.9,5.1,<10,Yes,2010,Medicaid
New York,1411900.0,6.6,6.5,6.7,<10,Yes,2011,Medicaid
New York,1508552.0,8.4,8.2,8.5,<10,Yes,2012,Medicaid
New York,1577082.0,10.1,10.0,10.3,10 to <20,Yes,2013,Medicaid
New York,2187670.0,14.1,14.0,14.3,10 to <20,Yes,2016,Medicaid
New York,2289619.0,15.3,15.2,15.5,10 to <20,Yes,2017,Medicaid
New York,2369957.0,16.5,16.3,16.6,10 to <20,Yes,2018,Medicaid
New York,2320517.0,18.2,18.0,18.3,10 to <20,Yes,2019,Medicaid
New York,1952199.0,21.2,20.9,21.4,20 to <30,Yes,2020,Medicaid
New York,2009130.0,22.5,22.3,22.7,20 to <30,Yes,2021,Medicaid
New York,2054881.0,25.1,24.9,25.3,20 to <30,Yes,2022,Medicaid
New York,1527.0,7.4,4.3,12.6,<10,Yes,2007,National Survey of Children's Health†
New York,1654.0,18.9,12.7,27.9,10 to <20,Yes,2011,National Survey of Children's Health†
New York,2869.0,25.8,19.2,34.6,20 to <30,Yes,2020,National Survey of Children's Health†
New York,4615.0,36.5,26.2,50.6,30+,Yes,2022,National Survey of Children's Health†
New York,2500499.0,2.2,2.2,2.3,<10,Yes,2000,Special Education Child Count
New York,2508236.0,2.6,2.6,2.7,<10,Yes,2001,Special Education Child Count
New York,2515084.0,3.1,3.0,3.2,<10,Yes,2002,Special Education Child Count
New York,2502148.0,3.6,3.5,3.6,<10,Yes,2003,Special Education Child Count
New York,2503880.0,4.1,4.0,4.2,<10,Yes,2004,Special Education Child Count
New York,2478126.0,4.6,4.6,4.7,<10,Yes,2005,Special Education Child Count
New York,2454653.0,5.3,5.2,5.4,<10,Yes,2006,Special Education Child Count
New York,2423601.0,6.1,6.0,6.2,<10,Yes,2007,Special Education Child Count
New York,2391967.0,6.7,6.6,6.8,<10,Yes,2008,Special Education Child Count
New York,2408209.0,7.4,7.3,7.5,<10,Yes,2009,Special Education Child Count
New York,2461595.0,7.8,7.7,8.0,<10,Yes,2010,Special Education Child Count
New York,2427519.0,8.4,8.3,8.6,<10,Yes,2011,Special Education Child Count
New York,2427513.0,9.2,9.0,9.3,<10,Yes,2012,Special Education Child Count
New York,2427327.0,10.1,10.0,10.2,10 to <20,Yes,2013,Special Education Child Count
New York,2435476.0,10.9,10.8,11.0,10 to <20,Yes,2014,Special Education Child Count
New York,2421417.0,11.8,11.6,11.9,10 to <20,Yes,2015,Special Education Child Count
New York,2422245.0,13.0,12.9,13.2,10 to <20,Yes,2016,Special Education Child Count
New York,2418863.0,14.2,14.1,14.4,10 to <20,Yes,2017,Special Education Child Count
New York,2397417.0,15.6,15.4,15.7,10 to <20,Yes,2018,Special Education Child Count
New York,2380218.0,17.1,17.0,17.3,10 to <20,Yes,2019,Special Education Child Count
New York,2329275.0,20.4,20.2,20.5,20 to <30,Yes,2020,Special Education Child Count
New York,2266560.0,22.0,21.8,22.2,20 to <30,Yes,2021,Special Education Child Count
New York,2243012.0,24.3,24.1,24.5,20 to <30,Yes,2022,Special Education Child Count
North Carolina,20725.0,6.5,5.5,7.7,<10,Yes,2002,ADDM Network*
North Carolina,20187.0,8.7,7.5,10.1,<10,Yes,2004,ADDM Network*
North Carolina,22195.0,10.4,9.1,11.8,10 to <20,Yes,2006,ADDM Network*
North Carolina,36913.0,14.2,13.1,15.5,10 to <20,Yes,2008,ADDM Network*
North Carolina,37783.0,17.3,16.1,18.7,10 to <20,Yes,2010,ADDM Network*
North Carolina,38913.0,16.8,15.6,18.1,10 to <20,Yes,2012,ADDM Network*
North Carolina,30283.0,17.4,16.0,18.9,10 to <20,Yes,2014,ADDM Network*
North Carolina,19291.0,25.3,23.2,27.7,20 to <30,Yes,2016,ADDM Network*
North Carolina,435822.0,3.4,3.3,3.6,<10,Yes,2000,Medicaid
North Carolina,482049.0,3.5,3.3,3.6,<10,Yes,2001,Medicaid
North Carolina,506880.0,3.7,3.5,3.9,<10,Yes,2002,Medicaid
North Carolina,537981.0,3.9,3.7,4.1,<10,Yes,2003,Medicaid
North Carolina,566243.0,4.5,4.3,4.6,<10,Yes,2004,Medicaid
North Carolina,582887.0,5.3,5.1,5.5,<10,Yes,2005,Medicaid
North Carolina,619018.0,5.8,5.6,6.0,<10,Yes,2006,Medicaid
North Carolina,627426.0,6.6,6.4,6.8,<10,Yes,2007,Medicaid
North Carolina,653821.0,7.7,7.4,7.9,<10,Yes,2008,Medicaid
North Carolina,702889.0,8.0,7.8,8.2,<10,Yes,2009,Medicaid
North Carolina,744006.0,8.6,8.4,8.9,<10,Yes,2010,Medicaid
North Carolina,767362.0,8.9,8.7,9.2,<10,Yes,2011,Medicaid
North Carolina,802643.0,8.3,8.1,8.5,<10,Yes,2012,Medicaid
North Carolina,832358.0,5.9,5.7,6.0,<10,Yes,2013,Medicaid
North Carolina,1024459.0,9.4,9.2,9.5,<10,Yes,2016,Medicaid
North Carolina,1034097.0,10.7,10.5,10.9,10 to <20,Yes,2017,Medicaid
North Carolina,1034680.0,11.7,11.5,11.9,10 to <20,Yes,2018,Medicaid
North Carolina,1023773.0,13.4,13.2,13.6,10 to <20,Yes,2019,Medicaid
North Carolina,1007326.0,13.9,13.7,14.1,10 to <20,Yes,2020,Medicaid
North Carolina,1070713.0,15.3,15.0,15.5,10 to <20,Yes,2021,Medicaid
North Carolina,1110755.0,16.3,16.1,16.6,10 to <20,Yes,2022,Medicaid
North Carolina,1558.0,25.6,15.5,41.8,20 to <30,Yes,2011,National Survey of Children's Health†
North Carolina,2876.0,24.0,18.4,31.3,20 to <30,Yes,2020,National Survey of Children's Health†
North Carolina,1375.0,16.6,11.1,24.5,10 to <20,Yes,2022,National Survey of Children's Health†
North Carolina,1183821.0,1.9,1.8,2.0,<10,Yes,2000,Special Education Child Count
North Carolina,1203271.0,2.4,2.3,2.5,<10,Yes,2001,Special Education Child Count
North Carolina,1220801.0,2.7,2.6,2.8,<10,Yes,2002,Special Education Child Count
North Carolina,1239187.0,3.1,3.0,3.2,<10,Yes,2003,Special Education Child Count
North Carolina,1261533.0,3.6,3.4,3.7,<10,Yes,2004,Special Education Child Count
North Carolina,1289760.0,4.1,4.0,4.2,<10,Yes,2005,Special Education Child Count
North Carolina,1309437.0,4.7,4.5,4.8,<10,Yes,2006,Special Education Child Count
North Carolina,1351567.0,5.2,5.1,5.3,<10,Yes,2007,Special Education Child Count
North Carolina,1346685.0,5.9,5.8,6.1,<10,Yes,2008,Special Education Child Count
North Carolina,1351217.0,6.7,6.5,6.8,<10,Yes,2009,Special Education Child Count
North Carolina,1350523.0,7.4,7.2,7.5,<10,Yes,2010,Special Education Child Count
North Carolina,1356317.0,8.1,7.9,8.2,<10,Yes,2011,Special Education Child Count
North Carolina,1366747.0,8.7,8.5,8.9,<10,Yes,2012,Special Education Child Count
North Carolina,1377670.0,9.4,9.2,9.5,<10,Yes,2013,Special Education Child Count
North Carolina,1396051.0,10.0,9.8,10.2,10 to <20,Yes,2014,Special Education Child Count
North Carolina,1408521.0,10.6,10.4,10.8,10 to <20,Yes,2015,Special Education Child Count
North Carolina,1415113.0,11.2,11.0,11.4,10 to <20,Yes,2016,Special Education Child Count
North Carolina,1417940.0,11.9,11.7,12.0,10 to <20,Yes,2017,Special Education Child Count
North Carolina,1418033.0,12.6,12.4,12.8,10 to <20,Yes,2018,Special Education Child Count
North Carolina,1420581.0,13.4,13.2,13.6,10 to <20,Yes,2019,Special Education Child Count
North Carolina,1391419.0,14.4,14.2,14.6,10 to <20,Yes,2020,Special Education Child Count
North Carolina,1389653.0,15.5,15.3,15.7,10 to <20,Yes,2021,Special Education Child Count
North Carolina,1406267.0,16.9,16.7,17.1,10 to <20,Yes,2022,Special Education Child Count
North Dakota,21041.0,2.9,2.3,3.8,<10,Yes,2000,Medicaid
North Dakota,21553.0,3.2,2.5,4.0,<10,Yes,2001,Medicaid
North Dakota,23278.0,3.5,2.8,4.3,<10,Yes,2002,Medicaid
North Dakota,24670.0,6.0,5.1,7.0,<10,Yes,2003,Medicaid
North Dakota,24625.0,8.3,7.3,9.5,<10,Yes,2004,Medicaid
North Dakota,24661.0,9.7,8.5,11.0,<10,Yes,2005,Medicaid
North Dakota,23922.0,10.6,9.4,12.0,10 to <20,Yes,2006,Medicaid
North Dakota,23602.0,11.9,10.6,13.3,10 to <20,Yes,2007,Medicaid
North Dakota,24576.0,12.7,11.3,14.1,10 to <20,Yes,2008,Medicaid
North Dakota,28646.0,11.6,10.4,12.9,10 to <20,Yes,2009,Medicaid
North Dakota,30934.0,10.6,9.6,11.8,10 to <20,Yes,2010,Medicaid
North Dakota,32032.0,11.3,10.2,12.6,10 to <20,Yes,2011,Medicaid
North Dakota,32620.0,11.9,10.8,13.1,10 to <20,Yes,2012,Medicaid
North Dakota,32568.0,14.4,13.1,15.7,10 to <20,Yes,2013,Medicaid
North Dakota,38798.0,15.3,14.1,16.5,10 to <20,Yes,2016,Medicaid
North Dakota,39699.0,17.7,16.4,19.0,10 to <20,Yes,2017,Medicaid
North Dakota,39603.0,19.1,17.8,20.5,10 to <20,Yes,2018,Medicaid
North Dakota,39252.0,21.1,19.7,22.5,20 to <30,Yes,2019,Medicaid
